,ETH_Daily_Volume,ETH_Close_Price_(USD)
2016-05-27,88635808.96,11.73
2016-05-28,52082279.3,12.23
2016-05-29,27727313.81,12.66
2016-05-30,79779048.24,13.94
2016-05-31,41437617.35,13.83
2016-06-01,19458163.02,13.74
2016-06-02,43687626.87,13.82
2016-06-03,29287668.78,13.69
2016-06-04,20134786.98,14.0
2016-06-05,15419021.83,13.92
2016-06-06,39662664.06,14.38
2016-06-07,30336443.87,14.45
2016-06-08,14048341.58,14.32
2016-06-09,20046126.39,13.98
2016-06-10,19653077.7,13.92
2016-06-11,72233632.29,15.74
2016-06-12,69940529.48,17.56
2016-06-13,115860489.87,18.84
2016-06-14,36877492.25,18.42
2016-06-15,72472945.88,20.61
2016-06-16,363576999.96,15.49
2016-06-17,253372103.5,11.36
2016-06-18,144903963.76,12.33
2016-06-19,239156338.33,11.73
2016-06-20,151199269.33,12.71
2016-06-21,368883887.14,13.21
2016-06-22,76111363.6,13.58
2016-06-23,64377798.84,14.16
2016-06-24,27859493.46,14.17
2016-06-25,26060502.71,13.72
2016-06-26,19213117.56,13.83
2016-06-27,79174919.62,12.15
2016-06-28,46973119.89,12.73
2016-06-29,29404106.82,12.41
2016-06-30,33221703.08,12.3
2016-07-01,16175243.68,12.11
2016-07-02,18564890.39,11.74
2016-07-03,23169981,11.38
2016-07-04,83264450.6,10.45
2016-07-05,32281675.43,10.43
2016-07-06,28431095.27,10.03
2016-07-07,36354986.44,11.27
2016-07-08,28522082.21,10.92
2016-07-09,9409553.84,10.9
2016-07-10,24770616.06,10.46
2016-07-11,17886640.3,10.49
2016-07-12,12491314.47,10.44
2016-07-13,47979945.32,11.55
2016-07-14,57560766.2,11.88
2016-07-15,21096824.41,11.59
2016-07-16,44175760.14,11.19
2016-07-17,29259637.68,10.95
2016-07-18,42865671.41,11.63
2016-07-19,129946655.51,12.54
2016-07-20,52507848.04,12.66
2016-07-21,160283325.91,14.82
2016-07-22,66084798.67,14.4
2016-07-23,148330293.91,12.63
2016-07-24,70584619.89,13.84
2016-07-25,176081737.82,12.08
2016-07-26,108824955.37,13.05
2016-07-27,46027207.38,12.87
2016-07-28,24612961.2,12.84
2016-07-29,17987388.93,12.57
2016-07-30,46991782.3,11.82
2016-07-31,39815704.76,11.05
2016-08-01,154635140.74,8.295
2016-08-02,111440196.64,10.42
2016-08-03,72669042.92,11.21
2016-08-04,27194356.66,10.93
2016-08-05,28931657.53,10.91
2016-08-06,28756424.41,10.94
2016-08-07,25748026.16,11.29
2016-08-08,68891290.04,12.22
2016-08-09,51074300.06,12.22
2016-08-10,33245091.42,11.68
2016-08-11,25166560.29,11.78
2016-08-12,13511544.88,11.52
2016-08-13,16235879.61,11.17
2016-08-14,13350108.54,11.19
2016-08-15,13894940.58,11.16
2016-08-16,16361226.44,10.77
2016-08-17,11915935.06,10.74
2016-08-18,9331938.48,10.75
2016-08-19,13395454.7,11.28
2016-08-20,7606816.78,11.15
2016-08-21,12102180.99,11.11
2016-08-22,11437687.64,11.02
2016-08-23,7742411.57,11.01
2016-08-24,15605386.85,11.37
2016-08-25,10539344.68,11.3
2016-08-26,4553090.6,11.17
2016-08-27,9197948.51,10.99
2016-08-28,13463815.33,10.93
2016-08-29,12634249.11,11.26
2016-08-30,17999603.91,11.59
2016-08-31,44320353.12,12.21
2016-09-01,18161512.32,12.08
2016-09-02,23342000,11.77
2016-09-03,12765913.35,11.69
2016-09-04,10575435.2,11.74
2016-09-05,11345431.97,11.66
2016-09-06,10830561.38,11.53
2016-09-07,19539593.75,11.35
2016-09-08,11488589.44,11.64
2016-09-09,10885593.79,12.1
2016-09-10,16896367.66,11.63
2016-09-11,11054523.96,11.92
2016-09-12,21189220.98,11.92
2016-09-13,10296300.04,11.92
2016-09-14,13547939.84,11.96
2016-09-15,31687734.32,12.61
2016-09-16,13532612.21,12.75
2016-09-17,39651660.5,12.39
2016-09-18,22550418.45,12.93
2016-09-19,65136288.07,14.72
2016-09-20,53179991.16,13.72
2016-09-21,50784504.99,13.11
2016-09-22,16548253.92,13.31
2016-09-23,17340338.13,12.91
2016-09-24,9307588.44,13.04
2016-09-25,12731818.37,12.8
2016-09-26,11759983.61,13.09
2016-09-27,14761324.95,13.25
2016-09-28,9695167.8,13.09
2016-09-29,10651840.89,13.22
2016-09-30,10535824.32,13.15
2016-10-01,6308490.78,13.19
2016-10-02,12485885.94,13.46
2016-10-03,14872805.46,13.28
2016-10-04,17284679.83,13.01
2016-10-05,21301528.42,12.82
2016-10-06,14920620.95,12.62
2016-10-07,18754932.05,12.24
2016-10-08,12437431.21,12.06
2016-10-09,18791335.5,11.74
2016-10-10,19977379.11,11.7
2016-10-11,15634374.75,11.72
2016-10-12,15339109.74,12.1
2016-10-13,7654484.96,11.9
2016-10-14,7201783.58,11.91
2016-10-15,4854842.55,11.88
2016-10-16,10116545.16,11.96
2016-10-17,31014528.63,12.5
2016-10-18,17102376.77,11.98
2016-10-19,10218056.76,12.0
2016-10-20,5690948.34,12.09
2016-10-21,9630202.81,12.09
2016-10-22,6398509.37,11.98
2016-10-23,5766253.02,11.85
2016-10-24,29648303.22,11.34
2016-10-25,13374479.65,11.5
2016-10-26,18404336.39,11.39
2016-10-27,21419750.32,11.01
2016-10-28,46042090.05,10.39
2016-10-29,27103501.79,11.21
2016-10-30,20692684.31,10.93
2016-10-31,37239635.51,10.71
2016-11-01,16491412.73,10.8
2016-11-02,24706870.1,10.9
2016-11-03,12953688.72,11.11
2016-11-04,7186259.58,11.04
2016-11-05,6927850.34,10.88
2016-11-06,6585220.03,10.87
2016-11-07,8955365.3,10.84
2016-11-08,26746702.19,10.67
2016-11-09,6414284.13,10.56
2016-11-10,9634538.94,10.29
2016-11-11,15315074.23,9.881
2016-11-12,15156704.14,10.11
2016-11-13,5636586.66,9.977
2016-11-14,10557871.94,10.19
2016-11-15,16628252.12,10.02
2016-11-16,11151830.55,9.935
2016-11-17,18063703.58,9.434
2016-11-18,7623187.17,9.618
2016-11-19,8458592.49,9.536
2016-11-20,5156744.93,9.57
2016-11-21,19567077.28,9.839
2016-11-22,7233668.8,9.738
2016-11-23,29230822.19,9.22
2016-11-24,12543652.89,9.373
2016-11-25,4573741.86,9.272
2016-11-26,13955364.16,8.909
2016-11-27,9625029.58,8.734
2016-11-28,30890930.16,8.178
2016-11-29,19173848.24,8.598
2016-11-30,10124973.72,8.437
2016-12-01,33218047.62,7.651
2016-12-02,21573588.69,7.901
2016-12-03,13351940.09,7.544
2016-12-04,31124820.69,6.694
2016-12-05,117880559.72,7.612
2016-12-06,51207903.68,8.354
2016-12-07,28142731.14,8.298
2016-12-08,23111110.6,8.518
2016-12-09,13400000.58,8.087
2016-12-10,8988571.21,8.217
2016-12-11,15635092.38,8.453
2016-12-12,6618135,8.356
2016-12-13,8650091.87,8.215
2016-12-14,18714123.97,7.755
2016-12-15,6311938.24,7.794
2016-12-16,11671285.31,7.66
2016-12-17,8627011.34,7.887
2016-12-18,7781250.8,7.591
2016-12-19,8059156.93,7.591
2016-12-20,14507031.97,7.873
2016-12-21,27600459.32,7.641
2016-12-22,32175418.47,7.14
2016-12-23,11697302.11,7.236
2016-12-24,13298160.1,7.164
2016-12-25,8963495.14,7.212
2016-12-26,14153719.56,7.142
2016-12-27,30643249.6,7.465
2016-12-28,45952607.52,8.214
2016-12-29,17864754.08,8.148
2016-12-30,8393331.53,8.054
2016-12-31,17962464.38,8.154
2017-01-01,18830169.47,8.317
2017-01-02,54783411.46,9.595
2017-01-03,68924256.61,11.0
2017-01-04,74818014.33,10.12
2017-01-05,49882448.93,10.1
2017-01-06,32480160.64,9.733
2017-01-07,21629850.62,10.17
2017-01-08,39382862.78,10.27
2017-01-09,17973424.77,10.5
2017-01-10,36222287.27,9.629
2017-01-11,22489318.28,9.713
2017-01-12,16456052.7,9.651
2017-01-13,8923655.58,9.721
2017-01-14,6030337.71,9.797
2017-01-15,10417978.43,9.556
2017-01-16,26871842.88,10.09
2017-01-17,15184179.71,10.1
2017-01-18,11082054.81,10.37
2017-01-19,16267572.15,10.57
2017-01-20,16514616.6,10.9
2017-01-21,9317777,10.71
2017-01-22,8834187,10.74
2017-01-23,9491244.39,10.54
2017-01-24,8534270.28,10.46
2017-01-25,11744360.65,10.63
2017-01-26,9220919.79,10.47
2017-01-27,6442561.43,10.55
2017-01-28,3713537.65,10.44
2017-01-29,9992905.99,10.62
2017-01-30,16198180.1,10.66
2017-01-31,18685348.64,10.65
2017-02-01,14181838.89,10.78
2017-02-02,17821431.82,10.95
2017-02-03,21977740.38,11.32
2017-02-04,6486267.71,11.25
2017-02-05,7451170.7,11.29
2017-02-06,9755866.59,11.45
2017-02-07,12698219.41,11.39
2017-02-08,28628678.64,10.89
2017-02-09,17127485.6,11.3
2017-02-10,9662906.62,11.38
2017-02-11,6905568.86,11.34
2017-02-12,8858876.14,11.3
2017-02-13,72906829.71,13.0
2017-02-14,28365634.1,12.97
2017-02-15,69133471.79,12.95
2017-02-16,16017422.63,12.66
2017-02-17,11445312.1,12.77
2017-02-18,8696111.88,12.74
2017-02-19,18004803.47,12.23
2017-02-20,22283148.63,12.67
2017-02-21,14125584.39,12.57
2017-02-22,20565032.4,13.13
2017-02-23,29928914.05,13.11
2017-02-24,27224099.76,13.51
2017-02-25,31871427.08,14.59
2017-02-26,54100770.53,15.55
2017-02-27,111707491.28,16.07
2017-02-28,79901354.64,17.55
2017-03-01,140333850.86,19.08
2017-03-02,155634190.1,19.48
2017-03-03,39852340.58,18.61
2017-03-04,37502535.27,19.22
2017-03-05,51472656.98,19.75
2017-03-06,58334052.47,18.91
2017-03-07,65295112.48,16.54
2017-03-08,47525993.53,17.71
2017-03-09,148971789.14,19.13
2017-03-10,115829307.59,21.45
2017-03-11,122887898.32,23.31
2017-03-12,463300797.52,28.45
2017-03-13,185915906.04,28.58
2017-03-14,340400456.79,35.18
2017-03-15,916580820.57,45.51
2017-03-16,923415188.3,44.48
2017-03-17,490796710.24,34.0
2017-03-18,456782639.36,43.12
2017-03-19,284432888.99,42.51
2017-03-20,164375057.33,42.67
2017-03-21,212771264.1,41.65
2017-03-22,186143828.98,43.2
2017-03-23,613888527.13,53.19
2017-03-24,425486688.1,50.74
2017-03-25,234461070,50.59
2017-03-26,219181039.44,49.04
2017-03-27,185135248.49,50.36
2017-03-28,278643388.08,53.07
2017-03-29,156710236.26,51.91
2017-03-30,286302434.82,49.91
2017-03-31,163186297.05,50.27
2017-04-01,240392299.22,47.92
2017-04-02,337799842.33,43.89
2017-04-03,285722265.01,44.31
2017-04-04,209357083.57,44.83
2017-04-05,265753249.45,43.03
2017-04-06,146065825.87,42.04
2017-04-07,130109035.27,44.24
2017-04-08,97547787.75,43.49
2017-04-09,76225401.88,43.74
2017-04-10,62648971.87,43.57
2017-04-11,154256162.64,46.38
2017-04-12,271480899.44,50.02
2017-04-13,151232676.03,47.23
2017-04-14,114476085.05,48.88
2017-04-15,48985574.04,48.21
2017-04-16,73017467.7,47.84
2017-04-17,133274488.22,49.88
2017-04-18,133822915.1,47.88
2017-04-19,134935897.31,49.35
2017-04-20,76052322.52,48.35
2017-04-21,60132936.33,48.32
2017-04-22,61476715.46,48.75
2017-04-23,101881424.9,49.94
2017-04-24,66207729.29,50.09
2017-04-25,205932695.83,53.28
2017-04-26,442605940.92,62.93
2017-04-27,631339419.4,71.05
2017-04-28,301677897.76,69.83
2017-04-29,411987144.44,78.72
2017-04-30,701659178.48,77.53
2017-05-01,334603633.94,75.97
2017-05-02,260050572.06,80.37
2017-05-03,659986291.86,94.55
2017-05-04,568228052.45,89.38
2017-05-05,257152061.88,94.82
2017-05-06,323172361,90.46
2017-05-07,403455580.44,86.82
2017-05-08,667157813.32,85.74
2017-05-09,254765963.49,86.21
2017-05-10,241410516.86,88.2
2017-05-11,263874211.37,85.15
2017-05-12,145287946.71,87.96
2017-05-13,115325445.87,88.72
2017-05-14,314085038.01,90.32
2017-05-15,274346980.39,87.8
2017-05-16,323245929.36,86.98
2017-05-17,365862698.93,95.88
2017-05-18,1143576800.01,124.38
2017-05-19,532443244.86,121.94
2017-05-20,913577494.68,148.0
2017-05-21,1994149712.68,160.39
2017-05-22,983877923.64,169.5
2017-05-23,1647038124.57,193.03
2017-05-24,1512954102.51,177.33
2017-05-25,1322206419.73,162.83
2017-05-26,1958021809.3,156.63
2017-05-27,1196592109.01,172.86
2017-05-28,1277583717.85,194.17
2017-05-29,2831549280.83,228.58
2017-05-30,2140303171.52,228.64
2017-05-31,1347356384.71,220.7
2017-06-01,803412547.72,222.04
2017-06-02,739729116.4,223.74
2017-06-03,1085743346.13,244.96
2017-06-04,700541584.04,247.75
2017-06-05,1361737580.51,264.26
2017-06-06,785394235.75,255.77
2017-06-07,656802524.07,259.41
2017-06-08,1001702623.87,279.11
2017-06-09,3026231599.93,335.95
2017-06-10,2407805660.69,339.68
2017-06-11,5258143276.01,394.66
2017-06-12,3019091337.29,388.09
2017-06-13,2230749273.47,343.84
2017-06-14,4264898814.13,344.68
2017-06-15,1745931899.59,353.61
2017-06-16,1344778651.47,368.1
2017-06-17,1324548637.61,351.53
2017-06-18,1026607568.8,358.2
2017-06-19,1699528366.8,350.53
2017-06-20,2473701027.51,325.3
2017-06-21,1442707273.4,320.97
2017-06-22,877160258.89,326.85
2017-06-23,857156886.16,304.54
2017-06-24,1604274520.49,279.36
2017-06-25,2835764716.14,253.68
2017-06-26,2614611057.27,286.14
2017-06-27,2893970088.31,315.86
2017-06-28,2052076605.45,292.9
2017-06-29,1444511115.4,280.68
2017-06-30,1552536226.26,261.0
2017-07-01,1659733559.98,283.99
2017-07-02,1149782502.86,276.41
2017-07-03,984289035.8,269.05
2017-07-04,1151000939.2,266.0
2017-07-05,836795070.79,265.88
2017-07-06,991919305.93,240.94
2017-07-07,1066458221.26,245.67
2017-07-08,525416942.96,237.72
2017-07-09,1442247855.97,205.76
2017-07-10,2218954022.1,190.55
2017-07-11,1959471484.32,224.15
2017-07-12,1233389307.71,205.41
2017-07-13,1067345781.37,197.14
2017-07-14,1125074161.28,169.1
2017-07-15,2352114980.97,155.42
2017-07-16,2522712219.11,189.97
2017-07-17,4012609145.89,227.09
2017-07-18,3155103176.43,194.41
2017-07-19,3227795105.62,226.33
2017-07-20,1542946850.32,216.33
2017-07-21,1007253654.33,230.47
2017-07-22,926481681.59,228.32
2017-07-23,612483118.86,225.48
2017-07-24,1640868587.87,203.59
2017-07-25,1105696716.17,202.88
2017-07-26,630676836.57,202.93
2017-07-27,901017023.87,191.21
2017-07-28,1326052287.97,206.14
2017-07-29,896986646.45,196.78
2017-07-30,892307869.93,201.33
2017-07-31,2275723033.63,225.9
2017-08-01,961738006.34,218.12
2017-08-02,823609553.65,224.39
2017-08-03,789345660.9,220.6
2017-08-04,1956508759.95,253.09
2017-08-05,2008638499.83,264.56
2017-08-06,1381958858.47,269.94
2017-08-07,2093812807.4,296.51
2017-08-08,3457240959.05,295.28
2017-08-09,1588855893.92,298.28
2017-08-10,1435961231.52,309.32
2017-08-11,1598206152.6,308.02
2017-08-12,2101837211.97,296.62
2017-08-13,1333365660.21,299.16
2017-08-14,1649192507.57,286.52
2017-08-15,1425383132.41,301.38
2017-08-16,1348271831.91,300.3
2017-08-17,1392966055.7,292.62
2017-08-18,1294982225.43,293.02
2017-08-19,892326511.27,298.2
2017-08-20,3311426411.6,321.85
2017-08-21,1908032204.84,313.37
2017-08-22,1150157177.81,317.4
2017-08-23,1007043638.74,325.28
2017-08-24,1073024548.41,330.06
2017-08-25,729405591.2,332.86
2017-08-26,908910146.2,347.88
2017-08-27,1231651442,347.66
2017-08-28,1841002557.47,372.35
2017-08-29,1896017912.16,383.86
2017-08-30,992844623.56,388.33
2017-08-31,1296099777.17,391.42
2017-09-01,2200133063.66,351.03
2017-09-02,1451199954.18,352.45
2017-09-03,2742121710.56,303.7
2017-09-04,2195215696.7,317.94
2017-09-05,1546484866.4,338.92
2017-09-06,1106657122.08,335.37
2017-09-07,1659602652.49,306.72
2017-09-08,810102700.18,303.79
2017-09-09,1087368866.11,299.21
2017-09-10,876387028.34,297.95
2017-09-11,1137759148,294.1
2017-09-12,1478805275.08,275.84
2017-09-13,1840026620.55,223.14
2017-09-14,3029623859.46,259.57
2017-09-15,1220957002.38,254.49
2017-09-16,730721248.82,258.4
2017-09-17,1957860517.93,297.53
2017-09-18,1139026666.43,283.0
2017-09-19,733279195.77,283.56
2017-09-20,1098674648.18,257.77
2017-09-21,789706502.21,262.94
2017-09-22,820264990.76,286.14
2017-09-23,1035888640.74,282.6
2017-09-24,885913621.9,294.89
2017-09-25,602235551.74,288.64
2017-09-26,989452233.39,309.97
2017-09-27,911500796.14,302.77
2017-09-28,977339656.43,292.58
2017-09-29,585781302.46,302.77
2017-09-30,559727733.49,303.95
2017-10-01,614960449.04,296.81
2017-10-02,572037089.37,291.81
2017-10-03,460970625.73,291.68
2017-10-04,429751854,294.99
2017-10-05,540216165.51,308.33
2017-10-06,616391524.04,311.26
2017-10-07,511323170.01,309.49
2017-10-08,1003793150.8,296.95
2017-10-09,637302673.66,298.46
2017-10-10,438296096.66,302.86
2017-10-11,924564325.4,302.89
2017-10-12,2256076207.77,336.83
2017-10-13,902931252.06,338.81
2017-10-14,1104085935.37,336.58
2017-10-15,1150286810.26,334.23
2017-10-16,842874052.84,316.14
2017-10-17,1007528899.85,313.54
2017-10-18,601743402.64,307.41
2017-10-19,667627366.87,303.08
2017-10-20,686510361.49,299.55
2017-10-21,519246897.71,294.03
2017-10-22,787721248.62,285.27
2017-10-23,1149030811.52,296.5
2017-10-24,518975502.08,296.35
2017-10-25,421214808.97,295.54
2017-10-26,392325072.5,296.36
2017-10-27,394377798.02,293.35
2017-10-28,893518367.62,304.04
2017-10-29,537482797.28,306.8
2017-10-30,638926535.89,303.64
2017-10-31,993733653.39,289.42
2017-11-01,1591621403.24,284.92
2017-11-02,1131105756.79,304.51
2017-11-03,714330587.38,300.04
2017-11-04,634061412.62,295.8
2017-11-05,1139927610.84,296.82
2017-11-06,921434527.64,291.84
2017-11-07,1672537924.61,307.35
2017-11-08,1547351022.87,319.66
2017-11-09,1520480756.51,296.86
2017-11-10,1373707309.41,314.23
2017-11-11,2444217379.09,306.02
2017-11-12,1522781896.35,314.6
2017-11-13,1677830880.88,334.72
2017-11-14,1206615529.3,331.2
2017-11-15,1334064632.61,330.32
2017-11-16,1024499207.6,331.72
2017-11-17,1076921952.28,346.65
2017-11-18,1833062899.75,354.6
2017-11-19,1367394546.85,367.71
2017-11-20,1551191810.62,360.52
2017-11-21,1303367416.01,380.84
2017-11-22,2862439159.49,406.57
2017-11-23,3291928523.77,470.43
2017-11-24,2208610619.28,464.61
2017-11-25,1679614598.33,470.54
2017-11-26,2101760467.34,475.24
2017-11-27,1942965032.07,466.27
2017-11-28,3646343737.54,427.42
2017-11-29,2582330433.97,434.85
2017-11-30,1825548475.35,461.58
2017-12-01,1566965021.93,457.96
2017-12-02,1596311621.92,462.81
2017-12-03,1592670816.54,466.93
2017-12-04,2015357549.07,453.96
2017-12-05,3428887490.29,422.48
2017-12-06,3624524912.34,421.15
2017-12-07,3992294582.56,451.74
2017-12-08,3394294565.61,472.86
2017-12-09,2300731064.13,436.49
2017-12-10,2888391868.19,513.29
2017-12-11,7718357008.18,656.52
2017-12-12,7244222587.96,699.09
2017-12-13,5748919652,693.58
2017-12-14,4584240705.36,684.27
2017-12-15,3474904273.54,692.83
2017-12-16,3760261213.19,717.71
2017-12-17,5501507160.96,785.99
2017-12-18,6940264597.5,812.5
2017-12-19,6585290705.08,799.17
2017-12-20,5678021826.41,789.39
2017-12-21,8147695865.46,657.83
2017-12-22,3843952289.78,700.44
2017-12-23,3626362348.63,675.91
2017-12-24,3626978098.67,723.14
2017-12-25,3346671928.02,753.48
2017-12-26,3176740523.56,739.94
2017-12-27,3481233063.45,716.69
2017-12-28,3770553539.66,739.6
2017-12-29,4703422442.4,692.99
2017-12-30,3547312048.52,741.27
2017-12-31,3614787289.28,757.22
2018-01-01,7664659789.14,861.97
2018-01-02,7170017492.27,941.1
2018-01-03,8157160118.44,944.83
2018-01-04,9555831551.83,963.88
2018-01-05,6249421787.68,1008.36
2018-01-06,7045278769.26,1117.75
2018-01-07,10429624701.7,1136.11
2018-01-08,10272898085,1289.24
2018-01-09,11586241021.9,1248.99
2018-01-10,9176482064.79,1139.32
2018-01-11,6799536811.5,1261.03
2018-01-12,8292620050.7,1385.02
2018-01-13,6544856646.43,1359.48
2018-01-14,6171283507.26,1278.69
2018-01-15,10946607318.95,1050.26
2018-01-16,12060164228.73,1024.69
2018-01-17,8397178571.73,1012.97
2018-01-18,5618097181.63,1037.36
2018-01-19,5735443676.43,1150.5
2018-01-20,4866704790.08,1049.09
2018-01-21,5696811569.26,999.64
2018-01-22,5295081269.62,984.47
2018-01-23,5488406236.27,1061.78
2018-01-24,5003390125.91,1046.37
2018-01-25,5016330813.29,1048.58
2018-01-26,4255925842.2,1109.08
2018-01-27,6654294107.43,1231.58
2018-01-28,4789066962.52,1169.96
2018-01-29,5650737673.53,1063.75
2018-01-30,5082997315.91,1111.31
2018-01-31,7279339238.38,1026.19
2018-02-01,9435452194.49,917.47
2018-02-02,4660948560.09,970.87
2018-02-03,4295969579.43,827.59
2018-02-04,6219058790.84,695.08
2018-02-05,9484114274.25,785.01
2018-02-06,5605511839.68,751.81
2018-02-07,4140538635.78,813.55
2018-02-08,3930050141.54,877.88
2018-02-09,4198541080.69,850.75
2018-02-10,3464334612.21,811.24
2018-02-11,3149342696.23,865.27
2018-02-12,2898776560.63,840.98
2018-02-13,4122623970.3,920.11
2018-02-14,4269400589.49,927.95
2018-02-15,3384250240.2,938.02
2018-02-16,3530557664.24,974.77
2018-02-17,3486663620.12,913.9
2018-02-18,2997382766.3,939.79
2018-02-19,3705380576.23,885.52
2018-02-20,3838538109.63,840.1
2018-02-21,3262937402.51,804.63
2018-02-22,3543787832.28,854.7
2018-02-23,2830319983.47,833.49
2018-02-24,2430724818.42,840.28
2018-02-25,2897898501.75,867.62
2018-02-26,2963289538.81,871.1
2018-02-27,2813890475.31,853.31
2018-02-28,2682927141.54,872.05
2018-03-01,2684837040.66,857.06
2018-03-02,2375152436.99,855.89
2018-03-03,2350719412.9,867.2
2018-03-04,2632240532.4,845.58
2018-03-05,2778583996.35,815.14
2018-03-06,3221679419.64,751.13
2018-03-07,2606989801.49,698.83
2018-03-08,3240321107.14,726.92
2018-03-09,2132397928.14,682.3
2018-03-10,2187624992.26,720.36
2018-03-11,2531064225.75,697.02
2018-03-12,2036204011.44,689.96
2018-03-13,2535120860.2,613.15
2018-03-14,2671869888.12,610.56
2018-03-15,2144063569.33,600.53
2018-03-16,1911251575.16,549.79
2018-03-17,4340999742.78,537.38
2018-03-18,3218146507.1,555.55
2018-03-19,2880798664.19,557.57
2018-03-20,2721320281.85,559.91
2018-03-21,2297806884.26,539.89
2018-03-22,2384494768.61,543.83
2018-03-23,1929740507.27,520.16
2018-03-24,1734842982.67,523.01
2018-03-25,2463520778.7,486.25
2018-03-26,2405486286.22,448.78
2018-03-27,2156820734.7,445.93
2018-03-28,3034530290.45,383.9
2018-03-29,2986692139.93,393.82
2018-03-30,1992808758.63,394.07
2018-03-31,1897057081.5,378.85
2018-04-01,1645950303.97,384.68
2018-04-02,2079655444.52,415.93
2018-04-03,1888966908.1,378.65
2018-04-04,1799751149.68,381.36
2018-04-05,1424671509.13,370.35
2018-04-06,1382228399.95,384.98
2018-04-07,1353778903.66,400.72
2018-04-08,2173827609.91,399.02
2018-04-09,1685583167.24,415.65
2018-04-10,2061928154.92,430.42
2018-04-11,3755251165.44,493.95
2018-04-12,3543734493.77,494.96
2018-04-13,2047738721.66,502.79
2018-04-14,2308200430.75,534.15
2018-04-15,2346028025.69,511.67
2018-04-16,2277846447.62,503.03
2018-04-17,2164539290.39,525.78
2018-04-18,2901918422.33,567.25
2018-04-19,3727973167.71,617.16
2018-04-20,3194120949.81,605.17
2018-04-21,2970365744.29,621.33
2018-04-22,2684887458.56,644.13
2018-04-23,4463765852.04,703.35
