,ETH_Daily_Volume,ETH_Close_Price_(USD)
2020-02-16,20842454396.48,267.5
2020-02-17,20879976324.51,283.08
2020-02-18,15603840044.49,258.79
2020-02-19,16716483018.31,257.71
2020-02-20,14580673552.13,265.62
2020-02-21,10346775636.91,262.1
2020-02-22,13138036216.29,275.58
2020-02-23,14021382799.32,265.86
2020-02-24,15222331440.11,246.79
2020-02-25,19543733029.31,223.97
2020-02-26,20104927381.99,227.59
2020-02-27,16911871035.94,227.75
2020-02-28,12265110904.29,217.91
2020-02-29,12857623357.5,218.27
2020-03-01,14925577066.23,232.09
2020-03-02,14187301253.51,223.96
2020-03-03,11386686071.44,224.87
2020-03-04,12480680194.61,228.78
2020-03-05,13639382206.57,245.68
2020-03-06,13375879994.03,237.64
2020-03-07,15011948978.25,199.75
2020-03-08,17636381935.14,203.06
2020-03-09,13319696346.33,200.6
2020-03-10,12748783201.42,194.82
2020-03-11,15804937951.1,110.23
2020-03-12,22665218690.32,135.18
2020-03-13,9456723947.19,122.7
2020-03-14,9491860780.97,123.64
2020-03-15,12602512926.55,111.34
2020-03-16,9189259284.24,116.2
2020-03-17,9236955623.94,118.6
2020-03-18,13199545423.68,136.81
2020-03-19,15156946890.03,133.31
2020-03-20,10788022861.74,132.83
2020-03-21,9400722171.68,122.51
2020-03-22,11027389336.25,136.64
2020-03-23,10874250614.59,139.0
2020-03-24,9251902687.49,136.23
2020-03-25,7663737727.23,138.81
2020-03-26,7392536438.67,131.68
2020-03-27,8634252731.23,131.24
2020-03-28,6343704683.39,124.53
2020-03-29,8305601460.56,132.29
2020-03-30,7373231170.68,133.1
2020-03-31,8238311212.65,136.07
2020-04-01,11615598800.12,141.46
2020-04-02,9647083622.17,141.48
2020-04-03,8137561983.25,144.53
2020-04-04,7247519746.23,142.82
2020-04-05,1134399596631.22,171.78
2020-04-06,16710185672.93,164.7
2020-04-07,12690383336.35,173.21
2020-04-08,11202443745.2,169.89
2020-04-09,12993889560.96,158.16
2020-04-10,9192636413.14,158.55
2020-04-11,10112693427.48,158.81
2020-04-12,11757730421.17,156.81
2020-04-13,10370006642.68,158.64
2020-04-14,9602705142.59,152.94
2020-04-15,16367673359.67,172.6
2020-04-16,10821820418.55,170.79
2020-04-17,13925557204.15,187.85
2020-04-18,12988626728.34,180.32
2020-04-19,16105480185.22,170.65
2020-04-20,12137978162.51,171.03
2020-04-21,12776458901.42,183.02
2020-04-22,14605496780.16,185.73
2020-04-23,11337501462.36,187.66
2020-04-24,12281218579.96,194.41
2020-04-25,12106037791.97,197.62
2020-04-26,12927603995.76,196.71
2020-04-27,10986225961.8,196.88
2020-04-28,18554480666.42,215.58
2020-04-29,19515050120.68,206.44
2020-04-30,14349751570,212.16
2020-05-01,11423050566.37,214.11
2020-05-02,13290076991.47,210.12
2020-05-03,15077716063.48,206.76
2020-05-04,12019917714.9,205.43
2020-05-05,13024909939.53,199.08
2020-05-06,16195803099.36,212.3
2020-05-07,13992049497.72,211.46
2020-05-08,13471270771.17,210.19
2020-05-09,18151123785.26,187.72
2020-05-10,14352961504.07,185.77
2020-05-11,10333054582.54,190.1
2020-05-12,10764208501.89,199.86
2020-05-13,848075340780651.4,203.31
2020-05-14,10270214924.89,194.71
2020-05-15,9474840852.04,200.6
2020-05-16,9550526619.13,206.76
2020-05-17,11753115405.51,214.68
2020-05-18,10388861475.76,214.68
2020-05-19,9578486112.24,209.87
2020-05-20,10354873973.76,198.56
2020-05-21,9906606523.46,207.35
2020-05-22,8236340303.87,206.78
2020-05-23,9083597272.97,199.91
2020-05-24,8448950081.08,204.2
2020-05-25,8044607373.44,201.04
2020-05-26,8296492346.72,208.3
2020-05-27,9733079666.87,220.33
2020-05-28,9849459024.22,220.63
2020-05-29,10597483778.55,243.66
2020-05-30,10044344864.93,231.54
2020-05-31,9978445019.19,248.44
2020-06-01,9710732943.1,237.81
2020-06-02,6922368046,244.65
2020-06-03,211563436741263.03,243.35
2020-06-04,8392908882749.16,240.08
2020-06-05,5259993973.89,242.08
2020-06-06,6305703959.14,244.75
2020-06-07,5236706892.54,246.47
2020-06-08,5327538060.72,244.0
2020-06-09,5774125505.05,248.01
2020-06-10,7716318508.26,230.21
2020-06-11,5797687684.74,237.54
2020-06-12,4473064554.61,238.21
2020-06-13,4608244253.45,231.61
2020-06-14,7176319754.26,230.98
2020-06-15,5539627556.21,235.35
2020-06-16,5710210678.92,233.74
2020-06-17,5110534114.52,231.14
2020-06-18,4925102458.49,228.83
2020-06-19,4257718756.85,228.93
2020-06-20,3939388758.18,227.95
2020-06-21,6745635368.19,243.3
2020-06-22,5025396106.07,243.11
2020-06-23,6498081551.48,234.56
2020-06-24,5206732613.81,232.35
2020-06-25,5348091858.75,229.5
2020-06-26,4934464270.79,220.77
2020-06-27,4489319923.6,224.82
2020-06-28,4875146042.91,227.84
2020-06-29,4311463081.88,225.49
2020-06-30,4473319726.1,231.06
2020-07-01,4709019428.79,226.59
2020-07-02,3664747480.13,225.12
2020-07-03,3693653368.62,229.19
2020-07-04,3736502738.22,228.03
2020-07-05,6526062755.17,241.81
2020-07-06,4728461213.33,239.39
2020-07-07,6133356762.61,247.02
2020-07-08,4342287547.61,242.15
2020-07-09,3532244289.8,241.22
2020-07-10,3014254048.69,239.24
2020-07-11,3567529812.01,242.66
2020-07-12,4234564568.43,239.54
2020-07-13,3296454792.68,240.47
2020-07-14,3163690322.92,238.47
2020-07-15,3990651529.31,233.61
2020-07-16,3025118016.05,232.77
2020-07-17,2936228327.41,235.85
2020-07-18,3202953657.81,239.16
2020-07-19,3326355988.37,236.17
2020-07-20,4503271048.83,245.87
2020-07-21,5016552804.27,264.18
2020-07-22,7434158709.56,275.65
2020-07-23,6515629734.1,279.6
2020-07-24,7887410975.64,305.67
2020-07-25,9169924929.46,311.47
2020-07-26,12494490944.66,322.23
2020-07-27,9187597563.3,317.5
2020-07-28,7134819250.82,318.14
2020-07-29,7589600156.54,335.3
2020-07-30,8638449512.21,346.94
2020-07-31,11845114875.34,387.45
2020-08-01,16764517225.54,371.93
2020-08-02,11032723118.81,386.25
2020-08-03,10124604471.18,389.79
2020-08-04,9358170478.54,400.98
2020-08-05,7699667932.01,395.04
2020-08-06,8783273280.2,379.57
2020-08-07,6776350609.73,397.56
2020-08-08,6483462880.46,390.28
2020-08-09,7831209478.87,395.71
2020-08-10,8386891247.65,378.94
2020-08-11,7706553336.44,387.19
2020-08-12,12245646765.63,424.97
2020-08-13,10929584466.97,438.51
2020-08-14,8081863998.3,432.57
2020-08-15,7810333725.72,433.85
2020-08-16,8736976653.55,431.26
2020-08-17,7793757155.87,422.19
2020-08-18,8742440031.69,407.85
2020-08-19,7107281522.59,416.04
2020-08-20,8172291136.8,387.98
2020-08-21,6872895946.89,395.46
2020-08-22,5174359074.72,390.72
2020-08-23,6771277708.82,408.03
2020-08-24,8260776494.01,383.34
2020-08-25,6539949446.47,386.02
2020-08-26,7119305446.76,382.99
2020-08-27,6326482966.12,395.54
2020-08-28,5917560237.37,398.95
2020-08-29,8135672052.81,429.18
2020-08-30,9046186602.22,434.14
2020-08-31,14706150027.02,475.99
2020-09-01,14561508011.48,439.83
2020-09-02,14507059804.71,382.46
2020-09-03,10849956378.34,385.91
2020-09-04,16973667760.21,335.24
2020-09-05,14592292555.98,352.69
2020-09-06,11633812926.45,353.7
2020-09-07,9525145032.06,337.45
2020-09-08,8013023626.06,351.15
2020-09-09,9725786111.26,368.09
2020-09-10,6908283512.66,373.99
2020-09-11,7308988396.61,388.04
2020-09-12,8413985112.46,366.28
2020-09-13,9192003985.16,377.26
2020-09-14,7902941777.64,364.16
2020-09-15,7663028698.63,365.09
2020-09-16,10674608045.92,389.54
2020-09-17,7203349619.6,384.47
2020-09-18,5455358682.69,385.27
2020-09-19,6211130922.53,371.02
2020-09-20,8695116881.28,340.19
2020-09-21,6378751781.6,344.25
2020-09-22,6205728407.18,320.19
2020-09-23,7166317007.37,349.18
2020-09-24,6408912867.37,352.02
2020-09-25,5168320314.75,354.23
2020-09-26,5243408615.47,357.73
2020-09-27,5705196410.85,354.01
2020-09-28,5479497713.59,359.92
2020-09-29,4965272128.4,359.82
2020-09-30,6131382647.22,353.21
2020-10-01,6573604076.85,345.83
2020-10-02,3993795434.77,346.32
2020-10-03,3947122133.38,352.61
2020-10-04,4305041068.05,353.76
2020-10-05,5401574513.63,340.85
2020-10-06,5050733740.5,341.91
2020-10-07,5480693076.72,351.2
2020-10-08,5824444111.52,365.41
2020-10-09,5589858895.2,370.88
2020-10-10,4496233330.23,374.37
2020-10-11,7070415533.16,386.91
2020-10-12,6187340684.41,381.41
2020-10-13,5621098624.45,379.11
2020-10-14,6318229892.09,377.7
2020-10-15,6074065863.58,365.58
2020-10-16,3703041613.05,368.65
2020-10-17,3917209748.74,378.44
2020-10-18,5400900431.83,379.41
2020-10-19,6421449441.53,368.74
2020-10-20,9014062629.4,391.46
2020-10-21,8544347251.63,414.5
2020-10-22,6111654519.18,409.57
2020-10-23,4567753129.69,412.55
2020-10-24,4693216280.82,406.36
2020-10-25,6853094606.2,393.11
2020-10-26,5910660122.08,403.74
2020-10-27,5797334138.48,388.77
2020-10-28,5140360838.5,387.54
2020-10-29,6205879887.73,382.76
2020-10-30,4866868320.85,386.77
2020-10-31,5000410372.43,396.75
2020-11-01,6159253119.74,383.61
2020-11-02,4858040384.02,388.18
2020-11-03,6013302700.39,402.66
2020-11-04,7109781555.56,416.89
2020-11-05,9260665716.76,456.32
2020-11-06,8402076330.65,435.82
2020-11-07,5874662620.83,454.74
2020-11-08,6654234732.45,444.45
2020-11-09,6196252655.11,450.86
2020-11-10,8051538010.85,463.91
2020-11-11,7028361608.16,462.78
2020-11-12,7282090998.16,476.87
2020-11-13,5535277503.88,461.03
2020-11-14,5080646858.74,448.51
2020-11-15,6255365377.84,461.01
2020-11-16,8583909490.61,482.71
2020-11-17,10374512144.58,478.76
2020-11-18,7041329886.97,471.82
2020-11-19,11692553441.51,510.43
2020-11-20,13115093498.2,552.26
2020-11-21,15427108909.57,560.01
2020-11-22,17940731107.98,609.13
2020-11-23,16328634447.94,604.98
2020-11-24,11698174466.32,569.4
2020-11-25,18925159274.9,520.22
2020-11-26,9549218525.18,518.83
2020-11-27,8354817073.08,537.99
2020-11-28,8659763723.52,576.0
2020-11-29,14174225142.75,616.14
2020-11-30,17636527283.06,586.23
2020-12-01,9741410153.02,598.26
2020-12-02,9532796875.95,616.55
2020-12-03,9764467771.09,567.67
2020-12-04,7324293588.92,596.93
2020-12-05,6689377022.61,602.3
2020-12-06,5896514054.32,591.36
2020-12-07,8202546380.66,554.82
2020-12-08,10106371851.88,573.44
2020-12-09,6811827870.08,558.36
2020-12-10,7290279555.85,544.14
2020-12-11,5172669991.01,568.26
2020-12-12,6212670249.59,590.72
2020-12-13,5055374775,586.35
2020-12-14,5405820350.33,589.17
2020-12-15,10478645813.87,637.74
2020-12-16,17349207246.96,643.16
2020-12-17,10290048036.35,654.55
2020-12-18,8998174913.57,658.7
2020-12-19,8423401441.87,638.17
2020-12-20,9348747669.05,607.9
2020-12-21,9202038301.55,637.23
2020-12-22,11374505040.97,585.25
2020-12-23,9549782453.44,612.32
2020-12-24,8708241842.71,626.83
2020-12-25,9899470362.8,636.07
2020-12-26,19627570570.77,683.98
2020-12-27,18609385778.58,729.59
2020-12-28,13243087311.74,731.55
2020-12-29,12086290143.35,752.53
2020-12-30,9906526172.14,737.15
2020-12-31,8601374381,730.6
2021-01-01,15498880077.18,774.9
2021-01-02,37263963166.01,978.69
2021-01-03,53583425585.6,1043.16
2021-01-04,38837317950.68,1103.19
2021-01-05,39384550210.29,1210.59
2021-01-06,33724399155.78,1225.5
2021-01-07,37244676266.4,1216.98
2021-01-08,25382161355.47,1279.96
2021-01-09,34732195304.22,1255.72
2021-01-10,52754319133.66,1088.37
2021-01-11,29737632398.53,1050.04
2021-01-12,24220233641.44,1129.84
2021-01-13,27162383779.2,1232.11
2021-01-14,29852397807.7,1169.06
2021-01-15,26337179207.28,1228.52
2021-01-16,22280969647.91,1233.73
2021-01-17,19370962017.19,1258.31
2021-01-18,39917925284.82,1367.65
2021-01-19,37755725332.96,1377.75
2021-01-20,33550965501.45,1111.49
2021-01-21,33449573415.19,1234.56
2021-01-22,18583948815.44,1234.1
2021-01-23,27708209895.71,1392.45
2021-01-24,32086497732.21,1318.47
2021-01-25,30220573315.3,1368.22
2021-01-26,28815233647.19,1241.51
2021-01-27,24080054406.07,1330.78
2021-01-28,37727758229.86,1379.13
2021-01-29,20675057811.51,1379.35
2021-01-30,16948411142.86,1314.18
2021-01-31,20496866781.82,1374.57
2021-02-01,34202522936.96,1513.9
2021-02-02,31547729253.28,1667.22
2021-02-03,31281187731.46,1597.44
2021-02-04,28148699413.73,1721.48
2021-02-05,27137241358.06,1679.14
2021-02-06,26914228341.84,1614.64
2021-02-07,32427882902.73,1752.87
2021-02-08,30019054964.58,1772.05
2021-02-09,28160087040.96,1743.0
2021-02-10,22704833293.38,1787.69
2021-02-11,25654622577.73,1844.84
2021-02-12,21858523915.31,1817.48
2021-02-13,19628148310.19,1802.96
2021-02-14,25576934475.33,1779.4
2021-02-15,21983623285.02,1782.83
2021-02-16,23400742813.88,1851.14
2021-02-17,25737933170.85,1939.61
2021-02-18,45716324173.07,1957.47
2021-02-19,71999689923.12,1915.12
2021-02-20,41895485658.93,1935.14
2021-02-21,89556241659,1778.07
2021-02-22,127098832827.47,1578.19
2021-02-23,68725357181.35,1625.17
2021-02-24,47238412441.57,1481.88
2021-02-25,65524767760.86,1446.1
2021-02-26,37735862646.35,1460.23
2021-02-27,60340905625.66,1422.58
2021-02-28,49087544778.89,1571.49
2021-03-01,32722127196.91,1488.67
2021-03-02,20913868554.11,1568.65
2021-03-03,20240125902.39,1538.37
2021-03-04,19679197482.05,1529.75
2021-03-05,22504670380.86,1651.48
2021-03-06,19958092014.98,1726.33
2021-03-07,26836384553.72,1834.48
2021-03-08,22671980016.07,1872.1
2021-03-09,23686865735.1,1795.63
2021-03-10,23022751269.16,1827.06
2021-03-11,21046194715.27,1767.77
2021-03-12,24068826298.78,1921.18
2021-03-13,17688009968.87,1848.69
2021-03-14,24811431565.41,1794.83
2021-03-15,22913362380.49,1805.64
2021-03-16,24626823552.12,1823.03
2021-03-17,22929832819.98,1776.16
2021-03-18,20217323332.14,1809.76
2021-03-19,22004253452.88,1805.49
2021-03-20,21993634764.89,1783.94
2021-03-21,22624028941.09,1682.05
2021-03-22,21115590210.84,1668.69
2021-03-23,30530474276.12,1583.24
2021-03-24,28808635521.04,1586.98
2021-03-25,22569309675.4,1699.89
2021-03-26,17082248190.8,1713.94
2021-03-27,16014000930.71,1686.74
2021-03-28,23221368108.97,1816.48
2021-03-29,22330446941.29,1841.4
2021-03-30,30096285562.53,1919.08
2021-03-31,30932180179.93,1967.67
2021-04-01,35942864764.37,2134.46
2021-04-02,30245369994.58,2009.19
2021-04-03,24817189120.92,2076.62
2021-04-04,28526928801.98,2107.73
2021-04-05,28732641868.41,2112.29
2021-04-06,33935753198.31,1964.18
2021-04-07,25363889593,2081.11
2021-04-08,19880323193,2066.55
2021-04-09,27173913965.95,2133.82
2021-04-10,19857786768.27,2150.54
2021-04-11,22124613243.97,2137.79
2021-04-12,30712005901.56,2298.66
2021-04-13,37064864089.32,2431.86
2021-04-14,33669905877.09,2517.08
2021-04-15,35100404023.24,2425.96
2021-04-16,30158119502.73,2318.01
2021-04-17,46080206343.78,2240.96
2021-04-18,31445921535.16,2163.36
2021-04-19,39116501978.48,2332.45
2021-04-20,41619173220.09,2357.59
2021-04-21,59936715120.57,2401.35
2021-04-22,56918477119.64,2369.67
2021-04-23,31429561971.24,2216.56
2021-04-24,33065461564.49,2322.14
2021-04-25,70873465098.47,2534.9
2021-04-26,85179053961.69,2667.93
2021-04-27,49224130088.84,2750.91
2021-04-28,37755101133.8,2758.46
2021-04-29,32840719821.16,2775.96
2021-04-30,32061253474.1,2947.8
2021-05-01,30152784451.62,2951.98
2021-05-02,61004576456.27,3431.41
2021-05-03,68080022174.86,3241.09
2021-05-04,52879107328.55,3528.86
2021-05-05,46627950298.92,3491.74
2021-05-06,39263781650.5,3483.96
2021-05-07,57188646483.31,3916.25
2021-05-08,52442740096.61,3927.06
2021-05-09,71304623789.93,3949.77
2021-05-10,56796077413.15,4178.02
2021-05-11,76752223302.28,3811.29
2021-05-12,83443778993.84,3718.99
2021-05-13,52075896585.75,4080.13
2021-05-14,45008861591.77,3644.04
2021-05-15,51872440004.82,3586.18
2021-05-16,48178373925.6,3280.73
2021-05-17,44893591320.67,3377.65
2021-05-18,84663348977.63,2442.89
2021-05-19,77361286635.04,2772.84
2021-05-20,73223155864.83,2435.86
2021-05-21,71659140633.4,2297.03
2021-05-22,79143621273.06,2098.57
2021-05-23,67087057217.92,2648.77
2021-05-24,84337232209.72,2707.49
2021-05-25,63049341401.95,2888.94
2021-05-26,41940361705.51,2742.48
2021-05-27,47594850236.01,2412.36
2021-05-28,40960869467.7,2278.58
2021-05-29,35864252188.88,2386.91
2021-05-30,43426475454.28,2707.38
2021-05-31,35847419373.28,2634.23
2021-06-01,35970690780.31,2706.52
2021-06-02,38460776367.55,2856.01
2021-06-03,41860989682.88,2691.17
2021-06-04,38952327923.04,2629.76
2021-06-05,31686541836.3,2710.99
2021-06-06,39244589254.4,2593.12
2021-06-07,51514083397.36,2509.23
2021-06-08,45842707659.15,2610.64
2021-06-09,33509954742.23,2471.56
2021-06-10,27190123358.88,2355.09
2021-06-11,30369185936.19,2369.62
2021-06-12,30222257715.47,2509.7
2021-06-13,30715114965.23,2582.12
2021-06-14,28424534168.24,2543.6
2021-06-15,25069773385.59,2367.7
2021-06-16,23973910837.86,2372.31
2021-06-17,28306139910.7,2233.57
2021-06-18,21882774042.99,2166.61
2021-06-19,27853385386.87,2243.6
2021-06-20,38347126649.75,1887.89
2021-06-21,43240824808.47,1880.83
2021-06-22,31180237357.95,1968.56
2021-06-23,23789762772.04,1989.01
2021-06-24,27144117320.05,1810.27
2021-06-25,24602137362.57,1830.94
2021-06-26,24592114814.31,1983.33
2021-06-27,33137620289.6,2083.8
2021-06-28,30362619540.59,2165.61
2021-06-29,32746280270.58,2276.14
2021-06-30,34116018477.44,2109.29
2021-07-01,25184571906.06,2155.65
2021-07-02,22018456092.36,2227.18
2021-07-03,23266547581.23,2323.27
2021-07-04,23442447099.09,2196.71
2021-07-05,24829694778.51,2322.63
2021-07-06,24665523177.28,2317.12
2021-07-07,26935921741.19,2114.51
2021-07-08,26098045380.95,2145.67
2021-07-09,18859908081.61,2110.47
2021-07-10,15123635053.84,2140.45
2021-07-11,18348777990.31,2032.88
2021-07-12,18066517487.47,1940.61
2021-07-13,18869998583.18,1994.22
2021-07-14,16911274192.13,1918.17
2021-07-15,14817271780.5,1877.05
2021-07-16,12935795087.74,1899.96
2021-07-17,13587416026.67,1891.96
2021-07-18,13971460424.25,1818.6
2021-07-19,17975658477.1,1786.52
2021-07-20,23753833828.99,1994.98
2021-07-21,19236367401.51,2024.74
2021-07-22,18928167329.76,2125.57
2021-07-23,18074013160.18,2185.98
2021-07-24,15785615838.3,2194.34
2021-07-25,31451772723.72,2228.67
2021-07-26,27181993440.72,2301.98
2021-07-27,21007416942.69,2301.12
2021-07-28,17149361242.66,2383.24
2021-07-29,22737084668.33,2463.61
2021-07-30,20415036946.3,2531.75
2021-07-31,25722316214.9,2556.41
2021-08-01,25700035488.81,2608.44
2021-08-02,24890545619.5,2508.21
2021-08-03,29075874251.01,2725.72
2021-08-04,38094731879.55,2829.23
2021-08-05,30477592834.69,2892.36
2021-08-06,38990084144.02,3162.43
2021-08-07,30424657453.55,3013.75
2021-08-08,38194410055.18,3164.94
2021-08-09,31261790347.14,3141.67
2021-08-10,29822326140.71,3163.42
2021-08-11,28100108443.57,3047.29
2021-08-12,28599412353.37,3324.26
2021-08-13,21731428348.89,3266.71
2021-08-14,24992350348.71,3311.12
2021-08-15,26277660379.48,3147.63
2021-08-16,28770794343.58,3011.96
2021-08-17,23603197019.98,3013.52
2021-08-18,21761986323.59,3184.74
2021-08-19,23984353394.82,3286.5
2021-08-20,18924339928.48,3226.59
2021-08-21,17937956836.86,3241.65
2021-08-22,24648061278.7,3322.71
2021-08-23,25267978561.69,3172.57
2021-08-24,20975026344.3,3228.86
2021-08-25,18912548263.76,3093.62
2021-08-26,20693500149.93,3275.87
2021-08-27,13863194848.67,3246.78
2021-08-28,13968708439.37,3225.3
2021-08-29,23000467956.57,3228.46
2021-08-30,33299878255.6,3435.17
2021-08-31,38761003593.37,3829.18
2021-09-01,28826881731.2,3787.7
2021-09-02,30961977211.17,3939.79
2021-09-03,22783132982.38,3887.01
2021-09-04,20111197464.2,3952.33
2021-09-05,20824103172.21,3928.4
2021-09-06,42344989560.9,3433.48
2021-09-07,38291266617.4,3499.69
2021-09-08,28832469761.86,3424.24
2021-09-09,25699612398.67,3209.41
2021-09-10,21364045074.59,3266.43
2021-09-11,18917853296.03,3405.32
2021-09-12,25809551996.94,3285.4
2021-09-13,23042530261.95,3436.05
2021-09-14,20247685288.29,3615.22
2021-09-15,23647813180.93,3569.26
2021-09-16,20533951078.93,3398.82
2021-09-17,18039726625.15,3435.76
2021-09-18,15990896543.92,3328.85
2021-09-19,30399000483.08,2966.51
2021-09-20,35016362238.5,2760.2
2021-09-21,28006798325.37,3078.88
2021-09-22,20950115651.26,3154.62
2021-09-23,28315290513.96,2930.86
2021-09-24,22641763445.96,2925.34
2021-09-25,23191428892.67,3064.21
2021-09-26,21711540968.63,2927.73
2021-09-27,19387539083.81,2807.44
2021-09-28,18413049200.24,2850.87
2021-09-29,20047778487.93,3000.83
2021-09-30,25817211704.68,3310.63
2021-10-01,22402829612.96,3389.48
2021-10-02,17859807289.5,3420.14
2021-10-03,18852489802.65,3384.5
2021-10-04,17466774669.66,3516.09
2021-10-05,22671107945.24,3576.08
2021-10-06,911392049868041700000,3588.12
2021-10-07,17495595241.96,3562.84
2021-10-08,13446600148.63,3576.4
2021-10-09,16863022513.26,3416.49
2021-10-10,20721836321,3544.14
2021-10-11,21209313851.42,3490.61
2021-10-12,18820382214.59,3607.55
2021-10-13,23148211886.28,3791.23
2021-10-14,25306713763.53,3868.16
2021-10-15,19215625230.07,3829.61
2021-10-16,18839959204.7,3846.66
2021-10-17,20480573653.27,3746.14
2021-10-18,19744375979.36,3877.45
2021-10-19,24997442504.19,4162.49
2021-10-20,34068353122.56,4062.76
2021-10-21,23629083641.27,3971.95
2021-10-22,18045497403.07,4168.96
2021-10-23,18274445476.06,4082.08
2021-10-24,19453617819.09,4220.26
2021-10-25,20597856476.16,4129.95
2021-10-26,30150646792.07,3924.31
2021-10-27,29577845089.54,4288.22
2021-10-28,27676459995.55,4417.4
2021-10-29,17342638341.43,4323.94
2021-10-30,20254185494.43,4290.1
2021-10-31,22130056414,4322.79
2021-11-01,26725891827.78,4593.15
2021-11-02,26119894974.23,4604.4
2021-11-03,20757245332.61,4536.99
2021-11-04,17515468102.97,4480.09
2021-11-05,17975841310.92,4521.41
2021-11-06,16331740585.18,4617.13
2021-11-07,23650182956,4810.97
2021-11-08,21358470843.48,4732.07
2021-11-09,27015912709.59,4632.98
2021-11-10,20525362526.59,4722.68
2021-11-11,23056471311.97,4668.7
2021-11-12,17146911320.45,4645.64
2021-11-13,15539938801.35,4627.5
2021-11-14,20093073123.56,4561.38
2021-11-15,240198789128.38,4210.14
2021-11-16,23925443211.05,4289.75
2021-11-17,24507856883.56,4002.01
