,ARKK,ARKK,ARKK,ARKK,ARKK,BITO,BITO,BITO,BITO,BITO,JPST,JPST,JPST,JPST,JPST,QQQ,QQQ,QQQ,QQQ,QQQ,VTI,VTI,VTI,VTI,VTI
2021-07-07 00:00:00-04:00,128.01,128.28,123.12,124.15,9062791,,,,,,50.71,50.72,50.71,50.72,2040999,362.45,362.76,358.94,360.83,33173855,225.08,225.36,223.52,225.08,3928210
2021-07-08 00:00:00-04:00,120.38,124.34,119.39,123.4,9346924,,,,,,50.71,50.73,50.71,50.725,1810829,355.74,359.65,354.42,358.86,44366319,221.93,223.7196,221.14,223.17,4341291
2021-07-09 00:00:00-04:00,123.61,125.9,122.03,125.54,6170712,,,,,,50.72,50.73,50.72,50.72,1886354,358.17,361.5,357.57,361.0,30551524,224.16,225.98,224.02,225.87,3773765
2021-07-12 00:00:00-04:00,126.24,127.4,124.01,124.74,3963461,,,,,,50.72,50.73,50.71,50.71,1699528,362.45,362.89,360.83,362.42,22879511,225.95,226.61,225.47,226.48,3181860
2021-07-13 00:00:00-04:00,124.4,124.95,122.2,122.34,6281389,,,,,,50.71,50.72,50.71,50.71,1926476,362.04,365.465,361.54,362.36,35870257,226.1,226.52,225.12,225.27,4082658
2021-07-14 00:00:00-04:00,123.3,123.31,118.07,118.2,10227551,,,,,,50.72,50.72,50.71,50.71,1524469,364.81,365.49,362.22,362.97,32844978,226.27,226.455,224.42,224.92,2743411
2021-07-15 00:00:00-04:00,117.97,119.41,114.4585,116.48,12488558,,,,,,50.71,50.72,50.71,50.71,1458832,362.98,363.19,358.46,360.44,48506072,224.45,224.76,222.86,224.14,3125617
2021-07-16 00:00:00-04:00,117.81,117.94,115.45,116.52,7422463,,,,,,50.72,50.72,50.7,50.71,1546391,361.41,362.41,357.24,357.59,42348080,225.0,225.0,222.19,222.4,3025596
2021-07-19 00:00:00-04:00,113.79,117.58,113.27,117.24,11154623,,,,,,50.71,50.72,50.64,50.71,1900454,354.05,355.18,352.04,354.65,58254394,219.81,219.81,217.822,219.28,6724369
2021-07-20 00:00:00-04:00,117.51,121.175,116.45,120.69,6503510,,,,,,50.72,50.7201,50.71,50.71,2198649,355.65,360.28,353.8,358.74,36532691,219.95,223.71,219.385,223.01,4482448
2021-07-21 00:00:00-04:00,120.875,122.91,119.98,122.62,5605311,,,,,,50.71,50.73,50.71,50.725,2832699,358.35,361.54,358.12,361.45,26786809,223.75,225.02,223.55,225.02,2444404
2021-07-22 00:00:00-04:00,122.5,123.42,121.25,121.7,4480031,,,,,,50.73,50.74,50.72,50.72,2477534,361.75,363.96,361.75,363.94,27937961,225.2,225.35,224.18,225.12,2162357
2021-07-23 00:00:00-04:00,122.0,122.56,120.38,122.36,4284583,,,,,,50.73,50.73,50.72,50.73,2107206,365.31,368.485,363.9157,368.07,28722237,226.25,227.61,225.83,227.45,2762756
2021-07-26 00:00:00-04:00,122.51,123.11,120.95,121.56,5619213,,,,,,50.72,50.74,50.72,50.735,1745184,367.49,368.89,366.601,368.47,25290598,227.25,227.9,227.13,227.87,2766367
2021-07-27 00:00:00-04:00,121.05,121.52,115.5825,118.68,10879530,,,,,,50.73,50.74,50.73,50.73,2275619,368.19,368.22,360.16,364.44,53754641,227.38,227.4301,224.98,226.67,4001152
2021-07-28 00:00:00-04:00,118.56,121.78,117.96,121.37,5633436,,,,,,50.73,50.74,50.73,50.73,1526905,365.6,367.45,363.24,365.84,38442770,227.12,227.81,226.1881,227.06,3205829
2021-07-29 00:00:00-04:00,121.01,123.23,120.67,121.55,3663673,,,,,,50.74,50.75,50.73,50.745,1166688,365.25,367.6794,365.25,366.5,20620668,227.58,228.75,227.58,228.03,2850680
2021-07-30 00:00:00-04:00,119.99,122.41,119.62,119.98,5137709,,,,,,50.735,50.74,50.73,50.73,2772304,362.45,365.17,362.41,364.52,31311587,226.57,227.9195,226.4,226.72,2707083
2021-08-02 00:00:00-04:00,120.54,122.44,119.09,121.16,5131165,,,,,,50.71,50.73,50.71,50.725,2094464,366.28,366.88,363.87,364.52,24729226,227.85,228.1,226.1916,226.35,3174685
2021-08-03 00:00:00-04:00,121.31,121.49,118.52,120.19,6657958,,,,,,50.72,50.73,50.72,50.73,1227158,365.29,366.93,362.0,366.77,33439408,226.83,228.0,225.28,227.94,3145841
2021-08-04 00:00:00-04:00,120.02,123.36,119.99,123.31,5143991,,,,,,50.72,50.73,50.71,50.73,1286109,366.76,368.32,365.63,367.34,27414778,227.19,227.69,226.75,226.89,3275799
2021-08-05 00:00:00-04:00,122.52,126.25,121.74,125.58,5103044,,,,,,50.72,50.73,50.71,50.72,2294113,368.14,369.91,367.45,369.78,19312675,227.52,228.595,227.24,228.58,2386593
2021-08-06 00:00:00-04:00,125.27,125.73,122.29,123.02,5901432,,,,,,50.715,50.72,50.71,50.72,2013655,368.35,369.37,366.905,368.06,29063191,228.93,229.31,228.39,228.8,2291993
2021-08-09 00:00:00-04:00,123.63,125.48,122.98,124.73,4346288,,,,,,50.715,50.72,50.7,50.705,1841635,368.52,369.27,367.39,368.7,21446066,228.86,229.04,228.02,228.66,3007855
2021-08-10 00:00:00-04:00,124.87,125.57,121.42,121.53,5282118,,,,,,50.71,50.72,50.7,50.71,4329073,369.26,369.56,365.62,366.85,32409565,229.0,229.3099,228.51,228.74,2545896
2021-08-11 00:00:00-04:00,122.56,122.88,119.36,121.3,5819455,,,,,,50.7,50.72,50.7,50.71,1714009,368.14,368.65,364.84,366.23,28647403,229.44,229.49,228.41,229.3,2970620
2021-08-12 00:00:00-04:00,120.9,122.29,120.59,121.84,3211741,,,,,,50.71,50.72,50.7,50.72,1620341,365.68,367.9,364.295,367.59,23566034,229.35,230.02,228.77,229.92,2609786
2021-08-13 00:00:00-04:00,121.96,122.1,119.91,120.08,3929840,,,,,,50.71,50.72,50.7001,50.71,1525443,367.88,369.16,367.38,368.82,17361100,230.23,230.25,229.76,230.11,2403910
2021-08-16 00:00:00-04:00,119.25,119.3,115.23,117.07,7608558,,,,,,50.72,50.72,50.71,50.72,1581441,367.67,369.02,363.7,368.97,33063369,229.48,230.245,228.28,230.18,3100669
2021-08-17 00:00:00-04:00,115.19,116.81,114.23,115.98,8316697,,,,,,50.72,50.73,50.71,50.725,2611898,366.15,367.15,363.23,365.71,41792226,228.72,229.04,226.78,228.47,3604451
2021-08-18 00:00:00-04:00,116.09,117.99,114.94,115.85,5872299,,,,,,50.72,50.73,50.7,50.72,2899049,365.18,366.62,361.865,362.2,33486908,228.11,228.825,226.06,226.19,3090489
2021-08-19 00:00:00-04:00,114.35,116.14,113.54,113.93,5508392,,,,,,50.72,50.72,50.71,50.715,2621332,360.22,365.68,359.96,363.97,43707421,224.72,226.82,224.4,226.08,3863373
2021-08-20 00:00:00-04:00,114.35,116.16,114.15,115.72,4432023,,,,,,50.71,50.72,50.71,50.72,1866468,365.05,368.14,364.74,367.75,35791235,226.32,228.185,226.02,228.09,2555504
2021-08-23 00:00:00-04:00,116.99,119.61,116.86,119.47,6415239,,,,,,50.72,50.72,50.7,50.7,1755212,368.8,373.935,368.78,373.2,29187702,229.07,230.74,228.78,230.32,2821486
2021-08-24 00:00:00-04:00,120.31,121.12,119.83,121.06,5020939,,,,,,50.71,50.72,50.71,50.715,1739254,373.83,374.99,373.36,374.39,19571271,230.86,231.41,230.67,231.11,2702435
2021-08-25 00:00:00-04:00,120.94,121.5,120.19,121.04,3028195,,,,,,50.71,50.74,50.7,50.72,1913456,374.63,375.39,373.855,374.57,18232712,231.39,232.02,230.98,231.75,2575021
2021-08-26 00:00:00-04:00,120.72,122.36,118.87,119.2,4597332,,,,,,50.71,50.73,50.71,50.7261,2370367,373.92,374.62,371.97,372.4,27370249,231.62,231.789,230.16,230.29,3281995
2021-08-27 00:00:00-04:00,119.82,122.39,119.3506,121.89,3583267,,,,,,50.72,50.73,50.72,50.73,3840879,373.07,376.56,372.57,376.08,24572719,230.8,232.935,230.674,232.73,3584112
2021-08-30 00:00:00-04:00,122.24,123.26,121.49,122.76,2894042,,,,,,50.73,50.74,50.72,50.74,1672494,376.84,380.76,376.83,380.32,25366938,233.22,233.965,232.8,233.53,3086046
2021-08-31 00:00:00-04:00,121.65,122.41,120.72,122.0,3740687,,,,,,50.74,50.74,50.73,50.74,2140203,380.51,380.579,378.36,379.89,26969165,233.56,233.63,232.77,233.17,2988430
2021-09-01 00:00:00-04:00,122.5,124.73,122.3,123.75,4564606,,,,,,50.72,50.72,50.7,50.72,3268995,381.05,382.71,380.37,380.59,25472478,233.82,234.21,233.25,233.55,3171916
2021-09-02 00:00:00-04:00,124.5099,125.35,124.05,124.85,3126914,,,,,,50.72,50.72,50.71,50.715,1397530,381.97,382.31,379.15,380.42,23497766,234.31,234.65,233.68,234.36,3199833
2021-09-03 00:00:00-04:00,124.49,125.61,123.85,125.02,3802602,,,,,,50.72,50.72,50.71,50.71,2418815,379.22,381.98,379.2,381.59,21194594,234.0,234.5,233.63,234.27,2425908
2021-09-07 00:00:00-04:00,125.21,126.32,124.18,124.7,4069080,,,,,,50.72,50.72,50.71,50.72,2657910,381.65,382.778,380.4882,382.11,21728488,234.29,234.2999,233.02,233.28,3147171
2021-09-08 00:00:00-04:00,124.06,124.06,120.47,121.24,6153740,,,,,,50.72,50.72,50.71,50.715,1826392,381.93,381.93,378.5503,380.83,30431612,233.01,233.26,231.59,232.68,2905782
2021-09-09 00:00:00-04:00,121.17,123.47,120.92,121.77,3557200,,,,,,50.71,50.72,50.71,50.72,1950072,381.01,382.15,379.22,379.42,27459982,232.67,233.65,231.75,231.84,2633683
2021-09-10 00:00:00-04:00,122.65,122.97,120.44,120.46,3211353,,,,,,50.715,50.72,50.71,50.71,2288716,381.23,381.97,376.245,376.5,37288749,233.03,233.19,229.96,230.05,3302457
2021-09-13 00:00:00-04:00,120.72,120.81,116.14,118.23,6435187,,,,,,50.71,50.72,50.71,50.72,2686674,378.99,379.43,374.22,376.36,45890350,231.51,231.7353,229.33,230.53,3232826
2021-09-14 00:00:00-04:00,118.74,119.55,116.47,116.88,5006300,,,,,,50.715,50.73,50.71,50.73,4085823,377.84,378.61,374.28,375.18,38873176,231.41,231.49,228.6201,229.15,3016545
2021-09-15 00:00:00-04:00,116.96,117.97,115.6,117.8,4412483,,,,,,50.725,50.73,50.72,50.73,1679719,375.73,378.41,373.37,378.01,31050781,229.42,231.34,228.715,231.1,2531684
2021-09-16 00:00:00-04:00,117.47,118.95,116.4,118.56,4670664,,,,,,50.725,50.73,50.72,50.72,1358178,376.71,378.9,374.695,378.34,32691551,230.94,231.52,229.3,230.9,2490731
2021-09-17 00:00:00-04:00,118.83,121.49,117.86,121.43,7402233,,,,,,50.72,50.73,50.72,50.72,1914692,377.82,377.87,372.76,373.82,52313395,230.34,230.83,228.65,229.12,2961944
2021-09-20 00:00:00-04:00,116.97,118.619,114.44,116.28,9487459,,,,,,50.72,50.73,50.7,50.7,2799790,367.49,369.25,360.93,365.82,67517859,225.51,226.308,222.31,225.09,7383546
2021-09-21 00:00:00-04:00,117.26,118.14,116.22,117.1,4458835,,,,,,50.715,50.72,50.71,50.72,1703780,367.58,368.81,364.99,366.09,38501039,226.51,227.03,224.4619,225.05,4390961
2021-09-22 00:00:00-04:00,117.18,118.98,116.87,118.11,3575374,,,,,,50.71,50.72,50.71,50.71,2133348,367.09,371.07,365.9584,369.55,44140590,226.33,228.43,225.83,227.32,4100889
2021-09-23 00:00:00-04:00,119.31,119.52,118.13,119.33,3998561,,,,,,50.72,50.72,50.71,50.71,2038306,370.76,374.04,370.099,372.91,39459122,228.44,230.945,228.05,230.08,3628479
2021-09-24 00:00:00-04:00,118.09,118.4,116.27,117.13,4929481,,,,,,50.72,50.72,50.71,50.715,1547843,370.65,373.76,370.27,373.33,30671009,228.55,229.945,228.1921,229.55,2879058
2021-09-27 00:00:00-04:00,116.6,117.27,114.6,116.99,8026210,,,,,,50.7,50.71,50.69,50.69,3298568,370.2,371.2516,367.73,370.39,38162379,228.9,229.87,228.51,229.15,2813492
2021-09-28 00:00:00-04:00,115.29,115.58,111.81,112.19,11858297,,,,,,50.7,50.72,50.69,50.71,2890533,365.67,370.302,359.35,359.85,90070657,227.65,227.79,224.05,224.36,4915075
2021-09-29 00:00:00-04:00,112.92,113.34,109.6,109.75,8729728,,,,,,50.71,50.73,50.71,50.725,3515017,361.18,363.37,358.635,359.36,53671853,225.22,225.99,224.28,224.45,4443485
2021-09-30 00:00:00-04:00,110.35,111.71,110.0,110.51,8387866,,,,,,50.72,50.73,50.71,50.73,2478465,361.02,362.68,357.1,357.73,56492511,225.35,228.4,221.94,222.0,4859119
2021-10-01 00:00:00-04:00,111.02,111.45,109.14,111.16,5072477,,,,,,50.71,50.71,50.69,50.7,4198749,358.6,361.25,354.38,360.1,50606474,223.1,225.63,221.02,224.71,4843851
2021-10-04 00:00:00-04:00,110.72,110.82,106.35,107.2,7305876,,,,,,50.71,50.71,50.69,50.69,2859075,358.52,358.86,350.32,352.7,71136235,224.24,224.4,220.5417,221.73,4820412
2021-10-05 00:00:00-04:00,107.57,110.23,107.57,109.01,5229209,,,,,,50.7,50.71,50.69,50.69,4230801,353.71,359.69,353.48,357.38,43632992,222.43,224.985,222.1,223.8,3491531
2021-10-06 00:00:00-04:00,108.0,110.33,107.73,109.94,4512093,,,,,,50.69,50.7,50.68,50.68,2485222,354.07,359.95,353.15,359.68,51746178,221.89,224.81,220.98,224.65,2934235
2021-10-07 00:00:00-04:00,111.2,113.38,110.94,112.58,4909800,,,,,,50.7,50.7,50.68,50.68,2134108,362.8,365.69,362.25,362.94,35484956,226.5,228.36,226.11,226.9,2927907
2021-10-08 00:00:00-04:00,112.97,113.12,110.45,110.55,4334236,,,,,,50.685,50.69,50.67,50.67,1433065,364.1,364.3166,360.61,361.1,35191315,227.4,227.5516,226.02,226.22,1807251
2021-10-11 00:00:00-04:00,110.19,112.06,109.76,110.24,3911899,,,,,,50.67,50.68,50.67,50.68,1314408,359.58,363.2,358.3,358.39,31733439,226.07,227.59,224.68,224.7,2276585
2021-10-12 00:00:00-04:00,110.77,112.33,110.6581,111.68,3728424,,,,,,50.68,50.68,50.65,50.655,1976682,359.88,360.33,356.48,357.15,38756337,225.31,225.7,224.16,224.56,2783638
2021-10-13 00:00:00-04:00,112.09,113.52,111.94,113.4,4377828,,,,,,50.665,50.67,50.65,50.665,2637686,359.49,360.69,357.43,360.0,36323036,225.17,226.03,223.65,225.62,3088380
2021-10-14 00:00:00-04:00,115.0,116.58,114.65,115.545,4667800,,,,,,50.67,50.67,50.65,50.65,1876085,363.69,366.85,363.01,366.6,40243149,227.71,229.43,227.5,229.38,2555505
2021-10-15 00:00:00-04:00,116.43,116.49,115.31,115.74,3389519,,,,,,50.65,50.66,50.65,50.655,2260974,367.88,369.06,366.82,368.99,34692516,230.69,231.16,230.27,230.74,2611127
2021-10-18 00:00:00-04:00,115.03,117.19,114.9401,117.02,3561873,,,,,,50.66,50.66,50.64,50.64,2257409,367.6,372.87,366.99,372.65,28085085,230.07,231.66,229.45,231.56,2860201
2021-10-19 00:00:00-04:00,117.7,120.17,117.5302,119.59,5535469,40.88,42.15,40.07,41.9,23793837.0,50.64,50.65,50.64,50.64,2019923,373.74,375.52,372.6974,375.44,25228935,232.57,233.28,232.11,233.16,2530914
2021-10-20 00:00:00-04:00,120.0,120.4,118.16,118.86,3339902,42.22,43.95,42.1,43.27,28194395.0,50.65,50.66,50.64,50.65,1758988,375.94,376.565,373.46,374.98,27504995,233.55,234.349,233.4,234.13,2395968
2021-10-21 00:00:00-04:00,118.44,120.76,118.37,119.66,4268875,42.65,42.79,40.41,40.82,19186877.0,50.64,50.65,50.64,50.64,2114522,374.14,377.47,373.85,377.27,20890389,233.91,234.95,233.6714,234.81,2338680
2021-10-22 00:00:00-04:00,119.1,119.13,116.69,117.75,4723831,41.26,41.3029,38.9,39.49,11187755.0,50.63,50.64,50.611,50.62,2487751,375.98,376.97,372.385,374.03,32854830,234.6,235.31,233.315,234.4,1930244
2021-10-25 00:00:00-04:00,118.59,122.28,117.801,121.81,7239096,40.91,41.309,40.53,40.57,6496598.0,50.62,50.63,50.61,50.63,2339257,375.57,378.87,373.56,377.92,27198872,235.07,235.96,234.1,235.73,2008186
2021-10-26 00:00:00-04:00,122.65,124.45,120.58,121.13,7702707,40.45,40.65,39.99,40.06,5290037.0,50.62,50.64,50.6,50.62,3321201,380.22,382.71,377.905,378.88,41795078,236.65,237.19,235.46,235.74,2633032
2021-10-27 00:00:00-04:00,121.24,121.87,118.78,118.78,4635774,38.07,38.345,37.5,38.09,6082564.0,50.62,50.64,50.62,50.631,2440298,379.58,383.15,379.31,379.95,38541477,236.05,236.08,233.99,234.03,3255730
2021-10-28 00:00:00-04:00,118.7,122.215,118.54,121.68,4527352,39.69,39.8825,37.34,39.57,6634355.0,50.63,50.63,50.62,50.63,1972269,381.95,384.48,381.155,384.2,31146606,234.94,236.6,234.7819,236.53,1917342
2021-10-29 00:00:00-04:00,120.92,122.059,120.71,121.22,3040681,39.44,40.72,39.345,40.38,6838136.0,50.62,50.63,50.6,50.61,2525050,381.06,386.28,380.7,386.08,31758575,235.48,237.13,235.37,236.91,3344591
2021-11-01 00:00:00-04:00,121.93,125.15,121.89,125.14,6331559,39.88,40.05,38.62,39.515,5618695.0,50.58,50.59,50.57,50.58,2753449,386.56,387.56,384.42,387.43,26942766,237.75,238.12,236.72,238.1,3766120
2021-11-02 00:00:00-04:00,124.56,124.56,121.87,123.06,5479084,40.75,41.42,40.57,40.98,5735613.0,50.57,50.59,50.57,50.58,2040082,386.8,389.54,386.75,389.12,22377397,238.32,238.93,237.91,238.81,3379990
2021-11-03 00:00:00-04:00,122.28,124.67,121.36,124.6,3805348,40.17,40.76,39.11,40.39,4726493.0,50.59,50.6,50.59,50.59,2259997,389.53,393.61,388.48,393.235,31575664,238.69,240.73,238.295,240.52,3350523
2021-11-04 00:00:00-04:00,124.7321,125.86,123.2877,124.4,5061283,39.825,40.2,38.96,39.31,4049393.0,50.59,50.61,50.59,50.6,3544293,394.46,399.2,393.92,398.24,37357484,241.03,241.801,240.53,241.4,3422284
2021-11-05 00:00:00-04:00,123.96,124.501,121.02,122.19,5610514,39.61,39.85,39.02,39.295,2770126.0,50.6,50.62,50.6,50.61,2070880,400.04,400.99,397.16,398.57,37799298,242.75,243.51,241.39,242.34,3765571
2021-11-08 00:00:00-05:00,121.69,124.3,121.61,123.4,3266167,42.15,42.92,41.97,42.5799,6992265.0,50.6,50.63,50.6,50.61,2874950,398.57,399.62,397.4,398.06,26737662,243.17,243.56,242.43,242.73,3256777
2021-11-09 00:00:00-05:00,123.91,124.22,119.65,120.5,5570377,43.69,43.85,42.55,43.32,6832440.0,50.61,50.62,50.61,50.6101,2053511,399.16,399.57,393.92,395.28,48114670,243.04,243.14,241.19,242.05,2683190
2021-11-10 00:00:00-05:00,118.44,120.785,115.2,116.65,7568712,43.92,44.29,41.84,42.315,8456320.0,50.615,50.62,50.6,50.61,2675071,392.47,395.36,387.53,389.49,49753283,241.14,241.96,238.73,239.67,3260686
2021-11-11 00:00:00-05:00,118.28,118.78,117.1,117.24,3826637,41.57,42.135,41.45,41.63,2869373.0,50.605,50.61,50.57,50.58,1654888,392.57,392.75,390.24,390.62,28990905,240.67,240.758,239.955,239.98,2252384
2021-11-12 00:00:00-05:00,117.77,118.52,116.71,118.5,3522223,40.88,41.29,39.95,41.13,7334627.0,50.59,50.6,50.5801,50.6,2109212,391.77,395.25,390.13,394.72,30500126,240.64,242.04,240.212,241.81,2328133
2021-11-15 00:00:00-05:00,118.85,119.05,116.64,117.44,3476960,41.79,41.86,40.73,40.89,5585604.0,50.59,50.6,50.58,50.58,3194499,395.91,396.24,392.095,394.63,30051286,242.44,242.67,241.14,241.78,3255572
2021-11-16 00:00:00-05:00,116.8,118.9199,116.12,118.9,3062992,38.92,39.36,37.91,38.2516,7198249.0,50.58,50.59,50.58,50.59,2272055,393.87,397.93,393.66,397.5,24351631,241.66,243.33,241.41,242.76,2866163
